"type","id","n","n_predictors","n_controls","filename"
"none","0000500",9806,2,4,"data/png/none_0000500.png"
"none","0000501",1819,2,3,"data/png/none_0000501.png"
"none","0000502",8306,3,3,"data/png/none_0000502.png"
"none","0000503",6720,2,3,"data/png/none_0000503.png"
"none","0000504",1545,4,4,"data/png/none_0000504.png"
"none","0000505",1669,3,4,"data/png/none_0000505.png"
"none","0000506",9427,3,4,"data/png/none_0000506.png"
"none","0000507",9811,2,3,"data/png/none_0000507.png"
"none","0000508",2073,3,3,"data/png/none_0000508.png"
"none","0000509",5118,3,3,"data/png/none_0000509.png"
"none","0000510",5276,4,2,"data/png/none_0000510.png"
"none","0000511",3438,2,3,"data/png/none_0000511.png"
"none","0000512",2698,2,2,"data/png/none_0000512.png"
"none","0000513",9164,2,3,"data/png/none_0000513.png"
"none","0000514",4247,4,4,"data/png/none_0000514.png"
"none","0000515",6399,4,4,"data/png/none_0000515.png"
"none","0000516",6914,3,2,"data/png/none_0000516.png"
"none","0000517",7600,4,4,"data/png/none_0000517.png"
"none","0000518",1661,2,3,"data/png/none_0000518.png"
"none","0000519",5194,3,2,"data/png/none_0000519.png"
"none","0000520",9613,3,3,"data/png/none_0000520.png"
"none","0000521",4944,3,4,"data/png/none_0000521.png"
"none","0000522",1396,3,4,"data/png/none_0000522.png"
"none","0000523",4063,2,2,"data/png/none_0000523.png"
"none","0000524",9793,4,4,"data/png/none_0000524.png"
"none","0000525",4004,3,4,"data/png/none_0000525.png"
"none","0000526",6302,2,4,"data/png/none_0000526.png"
"none","0000527",1621,3,2,"data/png/none_0000527.png"
"none","0000528",258,4,4,"data/png/none_0000528.png"
"none","0000529",121,3,2,"data/png/none_0000529.png"
"none","0000530",8244,2,3,"data/png/none_0000530.png"
"none","0000531",309,4,4,"data/png/none_0000531.png"
"none","0000532",3045,4,4,"data/png/none_0000532.png"
"none","0000533",6744,4,2,"data/png/none_0000533.png"
"none","0000534",6162,2,4,"data/png/none_0000534.png"
"none","0000535",5463,2,3,"data/png/none_0000535.png"
"none","0000536",8416,2,3,"data/png/none_0000536.png"
"none","0000537",2790,3,2,"data/png/none_0000537.png"
"none","0000538",2669,3,3,"data/png/none_0000538.png"
"none","0000539",8929,3,2,"data/png/none_0000539.png"
"none","0000540",5880,2,4,"data/png/none_0000540.png"
"none","0000541",6064,3,2,"data/png/none_0000541.png"
"none","0000542",708,4,2,"data/png/none_0000542.png"
"none","0000543",1745,2,2,"data/png/none_0000543.png"
"none","0000544",2680,3,2,"data/png/none_0000544.png"
"none","0000545",8546,3,2,"data/png/none_0000545.png"
"none","0000546",7197,2,4,"data/png/none_0000546.png"
"none","0000547",4594,4,3,"data/png/none_0000547.png"
"none","0000548",5155,4,4,"data/png/none_0000548.png"
"none","0000549",8162,2,4,"data/png/none_0000549.png"
"none","0000550",5876,4,4,"data/png/none_0000550.png"
"none","0000551",2034,3,4,"data/png/none_0000551.png"
"none","0000552",631,3,2,"data/png/none_0000552.png"
"none","0000553",5318,4,2,"data/png/none_0000553.png"
"none","0000554",427,4,3,"data/png/none_0000554.png"
"none","0000555",2315,4,2,"data/png/none_0000555.png"
"none","0000556",2682,4,2,"data/png/none_0000556.png"
"none","0000557",8158,2,2,"data/png/none_0000557.png"
"none","0000558",6078,4,4,"data/png/none_0000558.png"
"none","0000559",9118,3,4,"data/png/none_0000559.png"
"none","0000560",7804,2,2,"data/png/none_0000560.png"
"none","0000561",6662,2,3,"data/png/none_0000561.png"
"none","0000562",702,4,4,"data/png/none_0000562.png"
"none","0000563",9686,4,3,"data/png/none_0000563.png"
"none","0000564",5216,2,3,"data/png/none_0000564.png"
"none","0000565",9120,3,2,"data/png/none_0000565.png"
"none","0000566",5488,3,2,"data/png/none_0000566.png"
"none","0000567",8844,2,3,"data/png/none_0000567.png"
"none","0000568",5233,2,3,"data/png/none_0000568.png"
"none","0000569",511,2,3,"data/png/none_0000569.png"
"none","0000570",9995,4,4,"data/png/none_0000570.png"
"none","0000571",8165,4,2,"data/png/none_0000571.png"
"none","0000572",2171,4,4,"data/png/none_0000572.png"
"none","0000573",6268,4,2,"data/png/none_0000573.png"
"none","0000574",3035,2,4,"data/png/none_0000574.png"
"none","0000575",3135,2,4,"data/png/none_0000575.png"
"none","0000576",1458,3,3,"data/png/none_0000576.png"
"none","0000577",7100,3,4,"data/png/none_0000577.png"
"none","0000578",3472,2,2,"data/png/none_0000578.png"
"none","0000579",1216,4,3,"data/png/none_0000579.png"
"none","0000580",6244,4,4,"data/png/none_0000580.png"
"none","0000581",8277,3,2,"data/png/none_0000581.png"
"none","0000582",7760,3,3,"data/png/none_0000582.png"
"none","0000583",2667,2,3,"data/png/none_0000583.png"
"none","0000584",1708,3,2,"data/png/none_0000584.png"
"none","0000585",1487,2,3,"data/png/none_0000585.png"
"none","0000586",7871,2,4,"data/png/none_0000586.png"
"none","0000587",2877,4,2,"data/png/none_0000587.png"
"none","0000588",5882,2,3,"data/png/none_0000588.png"
"none","0000589",9076,3,4,"data/png/none_0000589.png"
"none","0000590",7517,2,2,"data/png/none_0000590.png"
"none","0000591",1363,2,4,"data/png/none_0000591.png"
"none","0000592",1057,2,4,"data/png/none_0000592.png"
"none","0000593",9035,2,4,"data/png/none_0000593.png"
"none","0000594",4062,3,4,"data/png/none_0000594.png"
"none","0000595",9310,4,4,"data/png/none_0000595.png"
"none","0000596",9838,4,3,"data/png/none_0000596.png"
"none","0000597",432,3,2,"data/png/none_0000597.png"
"none","0000598",2392,4,2,"data/png/none_0000598.png"
"none","0000599",8248,2,2,"data/png/none_0000599.png"
"none","0000600",1074,4,2,"data/png/none_0000600.png"
"none","0000601",5786,4,3,"data/png/none_0000601.png"
"none","0000602",4987,4,3,"data/png/none_0000602.png"
"none","0000603",9340,2,3,"data/png/none_0000603.png"
"none","0000604",3478,2,3,"data/png/none_0000604.png"
"none","0000605",1072,2,2,"data/png/none_0000605.png"
"none","0000606",5101,4,3,"data/png/none_0000606.png"
"none","0000607",2141,2,4,"data/png/none_0000607.png"
"none","0000608",6350,3,4,"data/png/none_0000608.png"
"none","0000609",3306,4,2,"data/png/none_0000609.png"
"none","0000610",8270,4,2,"data/png/none_0000610.png"
"none","0000611",3760,3,2,"data/png/none_0000611.png"
"none","0000612",8169,3,4,"data/png/none_0000612.png"
"none","0000613",2905,2,2,"data/png/none_0000613.png"
"none","0000614",4437,3,4,"data/png/none_0000614.png"
"none","0000615",7817,2,3,"data/png/none_0000615.png"
"none","0000616",5530,3,3,"data/png/none_0000616.png"
"none","0000617",5307,3,2,"data/png/none_0000617.png"
"none","0000618",656,4,3,"data/png/none_0000618.png"
"none","0000619",9820,3,4,"data/png/none_0000619.png"
"none","0000620",4555,4,3,"data/png/none_0000620.png"
"none","0000621",2689,3,4,"data/png/none_0000621.png"
"none","0000622",2727,2,2,"data/png/none_0000622.png"
"none","0000623",7028,4,2,"data/png/none_0000623.png"
"none","0000624",8381,2,2,"data/png/none_0000624.png"
"none","0000625",5224,4,3,"data/png/none_0000625.png"
"none","0000626",1003,3,2,"data/png/none_0000626.png"
"none","0000627",4187,4,3,"data/png/none_0000627.png"
"none","0000628",9227,3,4,"data/png/none_0000628.png"
"none","0000629",6024,3,2,"data/png/none_0000629.png"
"none","0000630",1575,3,2,"data/png/none_0000630.png"
"none","0000631",7013,3,3,"data/png/none_0000631.png"
"none","0000632",4152,4,2,"data/png/none_0000632.png"
"none","0000633",6352,4,2,"data/png/none_0000633.png"
"none","0000634",9954,3,3,"data/png/none_0000634.png"
"none","0000635",4070,4,4,"data/png/none_0000635.png"
"none","0000636",5719,4,3,"data/png/none_0000636.png"
"none","0000637",3687,3,4,"data/png/none_0000637.png"
"none","0000638",4550,2,2,"data/png/none_0000638.png"
"none","0000639",5078,3,2,"data/png/none_0000639.png"
"none","0000640",5242,4,3,"data/png/none_0000640.png"
"none","0000641",7825,3,2,"data/png/none_0000641.png"
"none","0000642",8113,2,4,"data/png/none_0000642.png"
"none","0000643",1258,2,4,"data/png/none_0000643.png"
"none","0000644",124,3,2,"data/png/none_0000644.png"
"none","0000645",7150,3,2,"data/png/none_0000645.png"
"none","0000646",397,3,4,"data/png/none_0000646.png"
"none","0000647",7961,3,3,"data/png/none_0000647.png"
"none","0000648",876,4,3,"data/png/none_0000648.png"
"none","0000649",6112,3,2,"data/png/none_0000649.png"
"none","0000650",5367,2,3,"data/png/none_0000650.png"
"none","0000651",1442,3,2,"data/png/none_0000651.png"
"none","0000652",7254,4,4,"data/png/none_0000652.png"
"none","0000653",3613,2,2,"data/png/none_0000653.png"
"none","0000654",1363,4,4,"data/png/none_0000654.png"
"none","0000655",3933,2,4,"data/png/none_0000655.png"
"none","0000656",4145,3,4,"data/png/none_0000656.png"
"none","0000657",5484,4,3,"data/png/none_0000657.png"
"none","0000658",1851,4,2,"data/png/none_0000658.png"
"none","0000659",2247,3,2,"data/png/none_0000659.png"
"none","0000660",7572,3,3,"data/png/none_0000660.png"
"none","0000661",1962,4,4,"data/png/none_0000661.png"
"none","0000662",1912,3,2,"data/png/none_0000662.png"
"none","0000663",9711,2,2,"data/png/none_0000663.png"
"none","0000664",6757,4,3,"data/png/none_0000664.png"
"none","0000665",9059,4,2,"data/png/none_0000665.png"
"none","0000666",5140,3,2,"data/png/none_0000666.png"
"none","0000667",507,2,2,"data/png/none_0000667.png"
"none","0000668",1419,2,2,"data/png/none_0000668.png"
"none","0000669",9927,3,2,"data/png/none_0000669.png"
"none","0000670",602,3,3,"data/png/none_0000670.png"
"none","0000671",8210,4,4,"data/png/none_0000671.png"
"none","0000672",730,4,4,"data/png/none_0000672.png"
"none","0000673",4845,3,3,"data/png/none_0000673.png"
"none","0000674",7402,3,4,"data/png/none_0000674.png"
"none","0000675",2259,3,2,"data/png/none_0000675.png"
"none","0000676",9371,2,3,"data/png/none_0000676.png"
"none","0000677",3561,4,2,"data/png/none_0000677.png"
"none","0000678",6573,4,3,"data/png/none_0000678.png"
"none","0000679",3735,2,4,"data/png/none_0000679.png"
"none","0000680",3893,3,3,"data/png/none_0000680.png"
"none","0000681",4937,2,2,"data/png/none_0000681.png"
"none","0000682",227,3,3,"data/png/none_0000682.png"
"none","0000683",3696,2,2,"data/png/none_0000683.png"
"none","0000684",9729,2,3,"data/png/none_0000684.png"
"none","0000685",4208,3,3,"data/png/none_0000685.png"
"none","0000686",4534,3,3,"data/png/none_0000686.png"
"none","0000687",9164,3,3,"data/png/none_0000687.png"
"none","0000688",461,2,2,"data/png/none_0000688.png"
"none","0000689",678,2,2,"data/png/none_0000689.png"
"none","0000690",3537,4,3,"data/png/none_0000690.png"
"none","0000691",9236,4,3,"data/png/none_0000691.png"
"none","0000692",3848,3,3,"data/png/none_0000692.png"
"none","0000693",2144,4,3,"data/png/none_0000693.png"
"none","0000694",853,4,2,"data/png/none_0000694.png"
"none","0000695",316,3,4,"data/png/none_0000695.png"
"none","0000696",9316,3,3,"data/png/none_0000696.png"
"none","0000697",9827,3,2,"data/png/none_0000697.png"
"none","0000698",7243,3,2,"data/png/none_0000698.png"
"none","0000699",9673,3,3,"data/png/none_0000699.png"
"none","0000700",6603,4,4,"data/png/none_0000700.png"
"none","0000701",1471,2,4,"data/png/none_0000701.png"
"none","0000702",6222,3,2,"data/png/none_0000702.png"
"none","0000703",7259,4,3,"data/png/none_0000703.png"
"none","0000704",6233,2,3,"data/png/none_0000704.png"
"none","0000705",7318,3,2,"data/png/none_0000705.png"
"none","0000706",8929,3,3,"data/png/none_0000706.png"
"none","0000707",4705,2,4,"data/png/none_0000707.png"
"none","0000708",8532,4,4,"data/png/none_0000708.png"
"none","0000709",2818,3,3,"data/png/none_0000709.png"
"none","0000710",943,3,4,"data/png/none_0000710.png"
"none","0000711",6385,4,3,"data/png/none_0000711.png"
"none","0000712",3819,4,2,"data/png/none_0000712.png"
"none","0000713",877,3,3,"data/png/none_0000713.png"
"none","0000714",5828,3,4,"data/png/none_0000714.png"
"none","0000715",5112,3,4,"data/png/none_0000715.png"
"none","0000716",9413,2,4,"data/png/none_0000716.png"
"none","0000717",8704,2,2,"data/png/none_0000717.png"
"none","0000718",1900,3,3,"data/png/none_0000718.png"
"none","0000719",7979,4,2,"data/png/none_0000719.png"
"none","0000720",7195,2,3,"data/png/none_0000720.png"
"none","0000721",3282,2,4,"data/png/none_0000721.png"
"none","0000722",6827,2,3,"data/png/none_0000722.png"
"none","0000723",1529,2,3,"data/png/none_0000723.png"
"none","0000724",3252,3,3,"data/png/none_0000724.png"
"none","0000725",4556,2,2,"data/png/none_0000725.png"
"none","0000726",7596,2,4,"data/png/none_0000726.png"
"none","0000727",171,4,4,"data/png/none_0000727.png"
"none","0000728",5319,2,4,"data/png/none_0000728.png"
"none","0000729",9173,4,4,"data/png/none_0000729.png"
"none","0000730",9772,3,2,"data/png/none_0000730.png"
"none","0000731",451,3,3,"data/png/none_0000731.png"
"none","0000732",1766,2,3,"data/png/none_0000732.png"
"none","0000733",3403,3,3,"data/png/none_0000733.png"
"none","0000734",8901,2,2,"data/png/none_0000734.png"
"none","0000735",2244,2,2,"data/png/none_0000735.png"
"none","0000736",7535,4,2,"data/png/none_0000736.png"
"none","0000737",1376,4,3,"data/png/none_0000737.png"
"none","0000738",4211,4,4,"data/png/none_0000738.png"
"none","0000739",6698,2,4,"data/png/none_0000739.png"
"none","0000740",5336,2,2,"data/png/none_0000740.png"
"none","0000741",2519,3,3,"data/png/none_0000741.png"
"none","0000742",3950,3,3,"data/png/none_0000742.png"
"none","0000743",7365,2,3,"data/png/none_0000743.png"
"none","0000744",8473,3,2,"data/png/none_0000744.png"
"none","0000745",6014,2,2,"data/png/none_0000745.png"
"none","0000746",1194,4,4,"data/png/none_0000746.png"
"none","0000747",2401,3,2,"data/png/none_0000747.png"
"none","0000748",4265,4,3,"data/png/none_0000748.png"
"none","0000749",233,3,4,"data/png/none_0000749.png"
"none","0000750",901,2,4,"data/png/none_0000750.png"
"none","0000751",7094,3,4,"data/png/none_0000751.png"
"none","0000752",6672,3,3,"data/png/none_0000752.png"
"none","0000753",8755,4,4,"data/png/none_0000753.png"
"none","0000754",1577,2,4,"data/png/none_0000754.png"
"none","0000755",8998,3,4,"data/png/none_0000755.png"
"none","0000756",2776,2,4,"data/png/none_0000756.png"
"none","0000757",5105,4,3,"data/png/none_0000757.png"
"none","0000758",9088,3,4,"data/png/none_0000758.png"
"none","0000759",104,2,2,"data/png/none_0000759.png"
"none","0000760",6965,2,4,"data/png/none_0000760.png"
"none","0000761",8350,3,3,"data/png/none_0000761.png"
"none","0000762",1471,3,3,"data/png/none_0000762.png"
"none","0000763",8517,3,4,"data/png/none_0000763.png"
"none","0000764",3642,4,4,"data/png/none_0000764.png"
"none","0000765",3331,2,3,"data/png/none_0000765.png"
"none","0000766",4745,3,2,"data/png/none_0000766.png"
"none","0000767",1302,4,4,"data/png/none_0000767.png"
"none","0000768",274,2,2,"data/png/none_0000768.png"
"none","0000769",7242,2,4,"data/png/none_0000769.png"
"none","0000770",2329,4,3,"data/png/none_0000770.png"
"none","0000771",4656,3,3,"data/png/none_0000771.png"
"none","0000772",8190,3,4,"data/png/none_0000772.png"
"none","0000773",4574,4,2,"data/png/none_0000773.png"
"none","0000774",2675,2,2,"data/png/none_0000774.png"
"none","0000775",3581,3,4,"data/png/none_0000775.png"
"none","0000776",769,3,2,"data/png/none_0000776.png"
"none","0000777",3863,3,4,"data/png/none_0000777.png"
"none","0000778",6746,4,3,"data/png/none_0000778.png"
"none","0000779",6446,3,2,"data/png/none_0000779.png"
"none","0000780",1451,3,2,"data/png/none_0000780.png"
"none","0000781",601,2,3,"data/png/none_0000781.png"
"none","0000782",6290,3,3,"data/png/none_0000782.png"
"none","0000783",9519,3,2,"data/png/none_0000783.png"
"none","0000784",7130,4,4,"data/png/none_0000784.png"
"none","0000785",6978,3,3,"data/png/none_0000785.png"
"none","0000786",1837,2,3,"data/png/none_0000786.png"
"none","0000787",2022,4,4,"data/png/none_0000787.png"
"none","0000788",2084,3,3,"data/png/none_0000788.png"
"none","0000789",198,4,3,"data/png/none_0000789.png"
"none","0000790",3150,4,2,"data/png/none_0000790.png"
"none","0000791",999,3,3,"data/png/none_0000791.png"
"none","0000792",3416,4,3,"data/png/none_0000792.png"
"none","0000793",1483,2,4,"data/png/none_0000793.png"
"none","0000794",9821,2,4,"data/png/none_0000794.png"
"none","0000795",1716,3,4,"data/png/none_0000795.png"
"none","0000796",4676,3,4,"data/png/none_0000796.png"
"none","0000797",8662,2,4,"data/png/none_0000797.png"
"none","0000798",7894,4,2,"data/png/none_0000798.png"
"none","0000799",5304,4,2,"data/png/none_0000799.png"
"none","0000800",5547,2,2,"data/png/none_0000800.png"
"none","0000801",1872,2,2,"data/png/none_0000801.png"
"none","0000802",619,4,4,"data/png/none_0000802.png"
"none","0000803",7574,3,4,"data/png/none_0000803.png"
"none","0000804",5189,4,4,"data/png/none_0000804.png"
"none","0000805",4510,2,4,"data/png/none_0000805.png"
"none","0000806",4083,4,4,"data/png/none_0000806.png"
"none","0000807",9579,3,3,"data/png/none_0000807.png"
"none","0000808",6389,2,3,"data/png/none_0000808.png"
"none","0000809",7971,2,3,"data/png/none_0000809.png"
"none","0000810",319,4,4,"data/png/none_0000810.png"
"none","0000811",9550,2,4,"data/png/none_0000811.png"
"none","0000812",7583,2,3,"data/png/none_0000812.png"
"none","0000813",4318,3,4,"data/png/none_0000813.png"
"none","0000814",9272,4,4,"data/png/none_0000814.png"
"none","0000815",2458,3,3,"data/png/none_0000815.png"
"none","0000816",3849,3,3,"data/png/none_0000816.png"
"none","0000817",3299,4,2,"data/png/none_0000817.png"
"none","0000818",8706,4,4,"data/png/none_0000818.png"
"none","0000819",517,4,2,"data/png/none_0000819.png"
"none","0000820",4936,3,3,"data/png/none_0000820.png"
"none","0000821",6292,3,4,"data/png/none_0000821.png"
"none","0000822",7743,4,3,"data/png/none_0000822.png"
"none","0000823",3437,4,4,"data/png/none_0000823.png"
"none","0000824",4262,2,3,"data/png/none_0000824.png"
"none","0000825",2628,3,3,"data/png/none_0000825.png"
"none","0000826",1778,4,2,"data/png/none_0000826.png"
"none","0000827",5194,2,2,"data/png/none_0000827.png"
"none","0000828",4714,2,4,"data/png/none_0000828.png"
"none","0000829",3885,2,4,"data/png/none_0000829.png"
"none","0000830",9240,2,3,"data/png/none_0000830.png"
"none","0000831",8214,4,3,"data/png/none_0000831.png"
"none","0000832",7112,4,3,"data/png/none_0000832.png"
"none","0000833",4683,3,3,"data/png/none_0000833.png"
"none","0000834",9551,4,2,"data/png/none_0000834.png"
